State	County	Upcoming elections	Recommended Candidate	Candidate (I)	Candidate (I): Image link	Candidate (I): Website	Candidate (C)	Candidate (C): Image link	Candidate (C): Website	Candidate (C2)	Candidate (C2): Image link	Candidate (C2): Website	Candidate (C3)	Candidate (C3): Image link	Candidate (C3): Website	Candidate (C4)	Candidate (C4): Image link	Candidate (C4): Website	Candidate (C5)	Candidate (C5): Image link	Candidate (C5): Website	Candidate (C6)	Candidate (C6): Image link	Candidate (C6): Website	Candidate (C7)	Candidate (C7): Image link	Candidate (C7): Website	Candidate (C8)	Candidate (C8): Image link	Candidate (C8): Website	Candidate (C9)	Candidate (C9): Image link	Candidate (C9): Website	Candidate (C10)	Candidate (C10): Image link	Candidate (C10): Website
Ohio	Lorain	County Prosecutor					Robert Gargasz	https://www.robertgargasz.com/wp-content/uploads/2019/11/IMG_20191031_140510-768x811.jpg	https://www.robertgargasz.com/robert-j-gargasz/	J.D. Tomlinson	https://i2.wp.com/jdforprosecutor.com/wp-content/uploads/2019/11/JD-1.jpeg?w=1080&ssl=1	https://www.google.com/search?q=j+d+tomlinson+lorain+county&rlz=1C1CAFA_enUS830US830&oq=J.D.+Tomlinson+lorain+co&aqs=chrome.1.69i57j33.2628j0j4&sourceid=chrome&ie=UTF-8																								
Ohio	Lorain	Sheriff		Phil Stammitti	http://www.loraincountysheriff.com/data/Images_Additional/sheriff.jpg	http://www.loraincountysheriff.com/																														
Ohio	Lucas	County Prosecutor		Julia Bates	https://strongnation.s3.amazonaws.com/image/856/square_small.jpg?1507559886																															
Ohio	Lucas	Sheriff					Samuel Mysinger			Mike Navarre	https://images.squarespace-cdn.com/content/v1/5df392b3a6faaa72f6134018/1578418521549-OTQLDW11FSLAB302BYXX/ke17ZwdGBToddI8pDm48kH9I8Kyd2Okeb4pMFZIBS4R7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z4YTzHvnKhyp6Da-NYroOW3ZGjoBKy3azqku80C789l0prfa1Z6IeUrCPboCAmmHZmsH8-WbzJ_lvA-Os14QK1dcJoOOoMbu8RRsOb6HQ7NUA/MN4S_HOME_SLIDER-1.jpg?format=2500w	https://www.navarreforsheriff.com/	Brett Warner	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/82436213_102299704658122_8646725488561094656_n.jpg?_nc_cat=101&_nc_sid=85a577&_nc_ohc=A-VwEdzHVBcAX-SCbli&_nc_ht=scontent-sjc3-1.xx&oh=2bb981c7313776884fc818b7f1c83827&oe=5F06012E	https://www.warnerforsheriff.com/																					
Ohio	Mahoning	County Prosecutor		Paul Gains	https://www.mahoningcountyoh.gov/ImageRepository/Document?documentID=21405	https://www.mahoningcountyoh.gov/771/About-the-Prosecutor	Marty Desmond	https://www.wkbn.com/wp-content/uploads/sites/48/2017/04/marty-desmond1_37904311_ver1.0.jpg?w=658	https://www.desmond2020.com/																											
Ohio	Mahoning	Sheriff		Jerry Greene	https://www.buckeyesheriffs.org/Mahoning/Sheriff%20Jerry%20Greene.jpg	https://mahoningsheriff.com/index.php/about-us/about-sheriff-greene																														
Ohio	Medina	County Prosecutor		Forrest Thompson	https://medinacountyprosecutor.weebly.com/uploads/1/0/4/7/104773347/published/s-forrest-thompson2-w500-o_1.jpg?1533311220	https://medinacountyprosecutor.weebly.com/	Dean Holman	https://bloximages.newyork1.vip.townnews.com/thepostnewspapers.com/content/tncms/assets/v3/editorial/5/b7/5b710d6c-892b-5702-88f2-706a40aa7537/5e064f166353f.image.png?resize=741%2C926																												
Ohio	Medina	Sheriff					Terry Grice	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/p960x960/69773091_1175428832652588_5704881372808609792_o.jpg?_nc_cat=109&_nc_sid=85a577&_nc_ohc=w4_0bQAN6rwAX_51dQh&_nc_ht=scontent-sjc3-1.xx&_nc_tp=6&oh=974750d58c1921bc1e19c91c78d340e1&oe=5F0D80C3	https://www.facebook.com/GriceforSheriff/?ref=page_internal																											
Ohio	Miami	County Prosecutor		Anthony Kendell	https://www.co.miami.oh.us/images/InfoAdvanced/33/Prosecutor.jpg	https://www.co.miami.oh.us/169/Prosecutor																														
Ohio	Miami	Sheriff		David Duchak	https://www.miamicountyohio.gov/ImageRepository/Document?documentID=18198	https://www.miamicountyohio.gov/916/About																														
Ohio	Montgomery	County Prosecutor		Mat Heck Jr.	https://www.mcohio.org/departments/prosecutor/MCPO%20Banner%203.jpg	https://www.facebook.com/MatHeckJr/																														
Ohio	Montgomery	Sheriff		Rob Streck	https://www.mcohiosheriff.org/small%20headshot1.jpg	https://www.mcohiosheriff.org/about_us/sheriff_phil_plummer/index.php																														
Ohio	Muskingum	County Prosecutor					Ron Welch	https://ycitynews.com/wp-content/uploads/2019/11/RonWelch-900x618.jpg																												
Ohio	Muskingum	Sheriff		Matt Lutz	https://www.ohiomuskingumsheriff.org/images/Muskingum-County-Sheriff-Matt-Lutz.jpg	https://www.ohiomuskingumsheriff.org/Sheriff/About-Us/																														
Ohio	Portage	County Prosecutor		Victor Vigluicci	http://portageprosecutor.com/vvv.jpg	http://portageprosecutor.com/																														
Ohio	Portage	Sheriff					Greg Johnson	https://www.gregjohnsonforsheriff.com/sites/default/files/styles/uncrop_large/public/assets/pages/12PCSO1069_003_edit.jpg?itok=rmRVDW-r	https://www.gregjohnsonforsheriff.com/about	Bruce Zuchowski	https://img1.wsimg.com/isteam/ip/0e69ffd1-6007-484f-8d80-5cc6ce6fed67/Screen%20Shot%202020-05-19%20at%2012.34.39%20PM.png/:/cr=t:0%25,l:0%25,w:100%25,h:100%25	https://brucezforsheriff.com/																								
Ohio	Richland	County Prosecutor		Gary Bishop	https://bloximages.newyork1.vip.townnews.com/richlandsource.com/content/tncms/assets/v3/editorial/c/30/c30603dc-fd2f-11e6-9bf9-6fd3dbaf2331/58b4937ebe478.image.jpg?resize=500%2C889	https://www.richlandprosecutoroh.us/meet-the-team																														
Ohio	Richland	Sheriff		Steve Sheldon	https://www.buckeyesheriffs.org/Richland/70_sheriff.jpg	https://buckeyesheriffs.org/ohio.php?county=Richland																														
Ohio	Ross	County Prosecutor		Jeffrey Marks	https://rosscountyprosecutor.com/images/JeffMarks.jpg	https://rosscountyprosecutor.com/meetthepros.php#:~:text=Jeffrey%20was%20appointed%20as%20the,and%20six%20administrative%20staff%20members.																														
Ohio	Ross	Sheriff		George Lavender	http://rosssheriff.com/Command%20Staff/DSCF4427_opt.jpg	http://rosssheriff.com/aboutsheriff.html																														
Ohio	Scioto	County Prosecutor		Shane Tieman	http://sciotocountypo.org/wordpress1/wp-content/uploads/2018/07/Tieman1-624x416.jpeg	http://sciotocountypo.org/wordpress1/#:~:text=Shane%20A.,Common%20Pleas%20Court%2C%20General%20Division.																														
Ohio	Scioto	Sheriff					John Murphy	https://d31029zd06w0t6.cloudfront.net/wp-content/uploads/sites/28/2020/03/web1_murphymug-3.jpg		David Thoroughman	https://d31029zd06w0t6.cloudfront.net/wp-content/uploads/sites/28/2020/03/web1_thoroughmanmug-3.jpg	https://www.facebook.com/pages/category/Politician/David-Thoroughman-for-Scioto-County-Sheriff-1049635028562578/																								
Ohio	Stark	County Prosecutor		John Ferrero	http://www.keepferrero.com/images/headshot/inline/7	http://www.keepferrero.com/	Kyle Stone	https://media-exp1.licdn.com/dms/image/C4D03AQHaK7IQvw_iAA/profile-displayphoto-shrink_800_800/0?e=1597276800&v=beta&t=VFSTpbDJKSarUdKrC43FegjDV6jggnZVbb5TrUGOBOs	https://www.klslawllc.com/																											
Ohio	Stark	Sheriff		George Maier	https://www.buckeyesheriffs.org/Stark/Maier.jpg	starkcountyohio.gov/sheriff																														
Ohio	Summit	County Prosecutor		Sherri Bevan Walsh	https://cdn.fedweb.org/cache/fed-26/2/mcmahan11cutweb_448483_resize_990__1_.jpg	https://co.summitoh.net/prosecutor/index.php/home/prosecutor-walshs-bio#:~:text=SHERRI%20BEVAN%20WALSH%20was%20elected,levels%20for%20her%20outstanding%20leadership.	Michael Washington	https://img1.wsimg.com/isteam/ip/e741424d-3e7c-47f1-8a95-de8f2cdd8138/8c0e6fd0-858a-44be-a0fd-9a8f52535440.jpg/:/cr=t:0%25,l:0%25,w:100%25,h:100%25/rs=w:800,cg:true	https://michaelbwashingtonlaw.com/about-us																											
Ohio	Summit	Sheriff					Shane Barker	http://barkerforsheriff.com/images/shane-barker-head.jpg	http://barkerforsheriff.com/	Kandy Fatheree	https://img1.wsimg.com/isteam/ip/b39e4ac4-8b25-4867-b2b4-1d2a4f1025c3/Kandy%20FBINA%20%20pic.pdf%20(2).jpg/:/cr=t:3.43%25,l:0%25,w:100%25,h:64.94%25/rs=w:1200,h:600,cg:true	https://kandyfathereeforsheriff.com/																								
Ohio	Trumbull	County Prosecutor		Dennis Watkins	http://www.co.trumbull.oh.us/images/dwdonttouch.jpg	http://prosecutor.co.trumbull.oh.us/pr_bio.html																														
Ohio	Trumbull	Sheriff		Paul Monroe	https://www.buckeyesheriffs.org/Trumbull/Monroe.jpg	http://sheriff.co.trumbull.oh.us/																														
Ohio	Tuscarawas	County Prosecutor		Ryan Styer	https://tusco.tv/application/files/4115/7685/3772/Ryan-Styer.jpg																															
Ohio	Tuscarawas	Sheriff		Orvis Campbell	http://www.co.tuscarawas.oh.us/TCSO/img6.jpg	http://www.co.tuscarawas.oh.us/TCSO/sheriffbio.html																														
Ohio	Warren	County Prosecutor		David Fornshell	https://www.warrencountyprosecutor.com/Images/David.png	https://www.warrencountyprosecutor.com/Geninfo/Bio.aspx#:~:text=Fornshell,his%20legal%20practice%20in%201999.																														
Ohio	Warren	Sheriff		Larry Sims	https://www.wcsooh.org/Images/Staff/Sims.jpg	https://www.facebook.com/pg/Sheriff-Larry-L-Sims-264880533550972/about/																														
Ohio	Wayne	County Prosecutor		Daniel Lutz	https://www.countyprosecutor.com/sites/default/files/styles/homepage_slider_image/public/2018-lutz%20%285%29_0.jpg?itok=p4-vH7Cs	https://www.countyprosecutor.com/our-team/dan-lutz#:~:text=Wayne%20County%20Prosecuting%20Attorney%2C%20115,the%20townships%20in%20Wayne%20County.																														
Ohio	Wayne	Sheriff		Travis Hutchinson	https://www.waynecountysheriff.com/sites/default/files/styles/basic_image/public/2018-10/Sheriff%20picture.jpg?h=49c0c8fc&itok=aLhMXhos																															
Ohio	Wood	County Prosecutor		Paul Dobson	http://prosecutor.co.wood.oh.us/wp-content/uploads/2015/02/paul-dobson1-208x228.jpg	http://prosecutor.co.wood.oh.us/staff/#:~:text=Dobson%20has%20been%20active%20at,In%202017%2C%20Mr.																														
Ohio	Wood	Sheriff		Mark Wasylyshyn	http://woodcountysheriff.com/wp-content/uploads/2019/08/was-pic.jpg	http://woodcountysheriff.com/about-the-sheriff-2/sheriff-wasylyshyn/	Ruth Babel-Smith	https://bloximages.chicago2.vip.townnews.com/sent-trib.com/content/tncms/assets/v3/editorial/9/43/94336d54-b3bd-11e5-9161-03b64f8bf120/568bdb9d3364d.image.jpg?resize=391%2C630																												
Oregon	Baker	District Attorney		Greg M. Baxter	https://www.bakercounty.org/da/greg.png	https://www.bakercounty.org/da/da.html																														
Oregon	Benton	District Attorney		John Haroldson	https://www.co.benton.or.us/sites/default/files/styles/full_node_primary/public/imageattachments/da/page/2776/johnharoldson2015-5482_2.jpg?itok=oIvx5KMf	https://www.co.benton.or.us/da/page/district-attorney-john-haroldson																														
Oregon	Clackamas	District Attorney					John Wentworth	https://pamplinmedia.com/images/artimg/00003669029679-0726.jpg	https://www.wentworthforda.com/																											
Oregon	Coos	District Attorney		R. Paul Frasier	http://www.co.coos.or.us/portals/0/District%20Attorney/Images/IMG_0237%20Paul%20Frasier%20HR%204x5.jpg	http://www.co.coos.or.us/Departments/DistrictAttorney.aspx#:~:text=Paul%20Frasier%20is%20the%20elected,College%20of%20Law%20in%201984.																														
Oregon	Curry	District Attorney		Joshua A. Spansail	https://media-exp1.licdn.com/dms/image/C4E03AQHSwufmXriI3w/profile-displayphoto-shrink_800_800/0?e=1597881600&v=beta&t=-BRkXUFrtUyBct4NDF7Oc3OEB9hgFnQ-pEDxujsqc-8	https://www.linkedin.com/in/joshua-spansail-8548778a/																														
Oregon	Douglas	District Attorney		Rick Wesenberg	https://theyreporttoyou.org/wp-content/uploads/2018/09/DAs__0007_Rick-Wesenberg_Douglass-County.png																															
Oregon	Harney	District Attorney					Ryan P. Hughes	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/90860192_107968024179994_7905970696608546816_n.jpg?_nc_cat=106&_nc_sid=85a577&_nc_ohc=I7jsD8dtpQYAX-BVfSC&_nc_ht=scontent-sjc3-1.xx&oh=bafe6dcd1f6f01e88934aa0233f7765b&oe=5F0CFF9C	https://www.facebook.com/pages/category/Political-Candidate/Ryan-Hughes-For-District-Attorney-106757847634345/																											
Oregon	Hood River	District Attorney					Carrie Rasmussen	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/p960x960/99072406_143331583951323_9067730655500042240_o.jpg?_nc_cat=103&_nc_sid=85a577&_nc_ohc=FXp4tN4mSBcAX-DQQcO&_nc_ht=scontent-sjc3-1.xx&_nc_tp=6&oh=825b9c8204cfd11936adb2f7bd656bdf&oe=5F0EF37C	https://carrierasmussenforda.com/																											
Oregon	Jackson	District Attorney		Beth Heckert	https://jacksoncountyor.org/portals/15/DA/General/images/Beth_Heckert.jpg	https://jacksoncountyor.org/da/General/Beth-Heckert-District-Attorney																														
Oregon	Jefferson	District Attorney		Steven F. Leriche		https://www.jeffco.net/justice/custom-contact-page/district-attorney-contact-information																														
Oregon	Josephine	District Attorney		Joshua J. Eastman	https://www.co.josephine.or.us/SIB/images/me%20for%20website.jpg	https://www.co.josephine.or.us/SectionIndex.asp?SectionID=114																														
Oregon	Lake	District Attorney		Ted K. Martin	http://oregonvotes.gov/voters-guide/images/tedkmartin.jpg	http://oregonvotes.gov/voters-guide/english/votersguide.html#Ted%20K%20Martin	Paul J. Charas	https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/409062/thumb_409062.jpg																												
Oregon	Lane	District Attorney					Patricia W. Perlow	https://p1cdn4static.civiclive.com/UserFiles/Servers/Server_3585797/Image/PatriciaPerlow_26847s_StudioSura%20(4).jpg	https://lanecounty.org/government/county_departments/district_attorney_s_office																											
Oregon	Lincoln	District Attorney		Jonathan H Cable	https://cable4lcda.com/UserFiles/image/IMG_0014_Sm_Color.jpg	https://cable4lcda.com/	Lanee Danforth	https://www.laneedanforthfordistrictattorney.com/UserFiles/image/photos/photos/headshot.jpeg	https://www.laneedanforthfordistrictattorney.com/#:~:text=My%20name%20is%20Lanee%20Danforth,safety%20and%20building%20community%20partnerships.																											
Oregon	Linn	District Attorney		Doug Marteeny	https://www.linncountyda.org/wpz2/wp-content/uploads/2019/04/doug-marteeny-linn-county-district-attorney-da.jpg	https://www.linncountyda.org/about/																														
Oregon	Multnomah	District Attorney					Mike Schmidt	https://www.mikeschmidtforda.com/wp-content/uploads/2020/03/mobilerev.jpeg	https://www.mikeschmidtforda.com/																											
Oregon	Polk	District Attorney		Aaron Felton	https://www.co.polk.or.us/sites/default/files/styles/full_node_primary/public/imageattachments/da/page/2806/2013-01-02_felton.jpeg?itok=onzLvyUC	https://www.co.polk.or.us/da																														
Oregon	Umatilla	District Attorney		Daniel R. Primus	http://www.co.umatilla.or.us/DA/imgs/DanPrimus.jpg	http://www.co.umatilla.or.us/DA/index.html																														
Oregon	Wasco	District Attorney					Matthew Ellis	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/p720x720/90141397_102155641422092_8045073288482783232_o.jpg?_nc_cat=103&_nc_sid=85a577&_nc_ohc=i92nNTxoomQAX9D5ylE&_nc_ht=scontent-sjc3-1.xx&_nc_tp=6&oh=218fcf10c51de1f633514845f39a56c4&oe=5F0D7986	https://www.facebook.com/mattellis4da/																											
Oregon	Wheeler	District Attorney		Gretchen Ladd		https://secure.sos.state.or.us/orestar/cfDetail.do;JSESSIONID_ORESTAR=fitg4EteENnRq8rfliQ7BzsA88voXjdMA-JbQEnrBmcUZaw2h681!637146261?page=search&cfRsn=19129																														
Oregon	Yamhill	District Attorney		Brad Berry	https://theyreporttoyou.org/wp-content/uploads/2018/09/DAs__0031_Bradley_Berry_Yamhill_County.png	https://secure.sos.state.or.us/orestar/cfDetail.do;JSESSIONID_ORESTAR=NXUe5Co-Ba2y2t_8ccX_uwuDiKvixtRFd6jcSfJmLIEexFj_zM0P!582879692?page=search&cfRsn=19227&OWASP_CSRFTOKEN=4AKC-QZCS-G36W-TG99-FMRI-VX8O-3385-8T17																														
South Carolina	Calhoun, Dorchester, Orangeburg	Solicitor (Chief Prosecutor)		David Pascoe	https://bloximages.newyork1.vip.townnews.com/postandcourier.com/content/tncms/assets/v3/editorial/9/b7/9b71eeff-c312-5680-a72e-a98261ae0604/58053bfde2722.image.jpg?resize=500%2C633	https://scsolicitor1.org/office/biography/																														
South Carolina	Aiken, Bamberg, Barnwell	Solicitor (Chief Prosecutor)					Bill Weeks	https://bloximages.newyork1.vip.townnews.com/aikenstandard.com/content/tncms/assets/v3/editorial/8/03/803e69d6-aac4-11ea-ad1d-8f82dee594eb/5ed1378fd786e.image.jpg?crop=649%2C500%2C9%2C109&resize=649%2C500&order=crop%2Cresize																												
South Carolina	Chesterfield, Dillon, Darlington, Marlboro	Solicitor (Chief Prosecutor)		Will Rogers	https://www.solicitor4.com/wp-content/uploads/2015/02/will-photo-400x645.png	https://www.solicitor4.com/who-we-are/																														
South Carolina	Cherokee, Spartanburg	Solicitor (Chief Prosecutor)		Barry Barnette	https://www.spartanburgcounty.org/ImageRepository/Document?documentID=488	https://www.spartanburgcounty.org/162/7th-Circuit-Solicitor																														
South Carolina	Abbeville, Newberry, Laurens, Greenwood	Solicitor (Chief Prosecutor)		David Stumbo	https://gwdtoday.com/clients/gwdtoday/3-3-2020-6-50-08-AM-8444268.jpg	https://www.facebook.com/StumboforSolicitor/																														
South Carolina	Berkeley, Charleston	Solicitor (Chief Prosecutor)		Scarlett Wilson	https://www.charlestoncounty.org/elected/images/scarlett.jpg	https://www.facebook.com/pages/category/Public-Figure/Solicitor-Scarlett-A-Wilson-379440515411128/	Ben Progue	https://images.squarespace-cdn.com/content/v1/5a42f6e0edaed8b07382d232/1591913977667-9NJ1JLXS7KKZWJA5341P/ke17ZwdGBToddI8pDm48kBqZKGEd5IotpaYmRYDAsV97gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UYXHvO3AlG5qAFDx5BBWbEnTecsx1VxL9XkiyXErq2cftN_KfIuurh-w-x7bjNuMJA/SMM_3373-Edit.jpg?format=500w	https://www.votebenpogue.com/meet-ben																											
South Carolina	Oconee, Anderson	Solicitor (Chief Prosecutor)		David Wagner	https://secureservercdn.net/198.71.233.109/av3.59d.myftpupload.com/wp-content/uploads/2011/01/David-W-2016.smaller.jpg																															
South Carolina	Edgefield, McCormick, Lexington, Saluda	Solicitor (Chief Prosecutor)		Rick Hubbard	https://wach.com/resources/media/166f76e5-9dd3-4a47-8192-edf5268c27e2-large16x9_RickHubbard.jpg?1467164866336	https://www.rickhubbardforsolicitor.com/																														
South Carolina	Allendale, Colleton, Hampton, Beaufort, Jasper	Solicitor (Chief Prosecutor)		Duffie Stone	https://walterborolive.com/uploads/original/20200603-103537-election.stone%20copy.jpg	https://scsolicitor14.org/solicitor-duffie-stone/#:~:text=Duffie%20Stone%20became%20the%2014th,he%20was%20appointed%20by%20Gov.																														
South Carolina	Union, York	Solicitor (Chief Prosecutor)		Kevin Brackett	https://media-exp1.licdn.com/dms/image/C5603AQGzyuO4wz7JIg/profile-displayphoto-shrink_800_800/0?e=1597881600&v=beta&t=qX5etdymEJqbGad9s9_TPrSNsDXhV8W7FrOMDxPjACw	https://www.linkedin.com/in/kevin-brackett-01b6a89/																														
Texas	Andrews	County Attorney					Sean B. Galloway	https://media-exp1.licdn.com/dms/image/C4E03AQF78JEHSlb2Yw/profile-displayphoto-shrink_800_800/0?e=1597881600&v=beta&t=iurc8-v51ueEPxhqY7PoOtz4MVHMy3fQuNzpQ6_L5PI																												
Texas	Angelina	District Attorney					Janet R. Cassels	https://bloximages.chicago2.vip.townnews.com/lufkindailynews.com/content/tncms/assets/v3/editorial/d/12/d129fba4-6644-5620-a7f6-31dfc597b71b/5db3bafcab607.image.jpg?crop=847%2C1216%2C151%2C145&resize=847%2C1216&order=crop%2Cresize	https://www.txdirectory.com/online/person/?id=56454&office=11807#:~:text=Janet%20Reynolds%20Cassels%20of%20Lufkin,the%20Angelina%20County%20Bar%20Association.																											
Texas	Aransas	County/District Attorney					Amanda Oster	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/s960x960/72288018_2538400366226964_2173035276027297792_o.jpg?_nc_cat=106&_nc_sid=7aed08&_nc_ohc=biWxuE58MzEAX9Nh6Ux&_nc_ht=scontent-sjc3-1.xx&_nc_tp=7&oh=676edd77563333c29f6ca5bebef2c694&oe=5F116F8B	https://www.facebook.com/voteamandaoster/																											
Texas	Archer, Clay, Montague	District Attorney		Casey Polhemus	http://caseypolhemus.com/wp-content/uploads/2019/11/casey-polhemus-photo.png	http://caseypolhemus.com/	William Knowlton	https://www.texomashomepage.com/wp-content/uploads/sites/41/2019/11/Bill-Knowlton.jpg?w=960&h=540&crop=1	https://www.knowltonfor97thda.com/#:~:text=Local%20attorney%2C%20Bill%20Knowlton%2C%20has,County%20from%201976%20to%201980.																											
Texas	Armstrong, Potter	District Attorney		Randall C. Sims	https://www.txdirectory.com/online/person/?id=56454&office=11807#:~:text=Janet%20Reynolds%20Cassels%20of%20Lufkin,the%20Angelina%20County%20Bar%20Association.																															
Texas	Atascosa, Frio, Karnes, La Salle, Wilson	District Attorney		Audrey Gossett Louis	https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/395633/thumb_395633.jpg	https://www.81stda.org/audrey-gossett-louis																														
Texas	Bailey, Parmer	District Attorney		Kathryn Horton Gurley	https://parmercounty.org/wp-content/uploads/2012/06/Kathryn-gurley.jpg	https://www.facebook.com/kathryn.gurley																														
Texas	Bandera	District Attorney					Stephen Harpold	https://bloximages.chicago2.vip.townnews.com/hccommunityjournal.com/content/tncms/assets/v3/editorial/0/f4/0f4fc0d4-df19-11e9-b5a1-37989af4b3e1/5d8a961a3f88f.image.jpg?resize=284%2C381																												
Texas	Baylor, Cottle, King, Knox	District Attorney					Hunter Brooks																													
Texas	Bee, Live Oak, Maverick	District Attorney		Jose Aliseda	https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Jose_Aliseda.jpg	https://twitter.com/josealiseda1?lang=en																														
Texas	Bell	District Attorney		Henry Garza	https://www.bellcountytx.com/county_government/district_attorney/images/hgarza.jpg	https://www.bellcountytx.com/county_government/district_attorney/meet_the_da.php#:~:text=Henry%20was%20elected%20to%20the,the%20National%20District%20Attorney%20Association.																														
Texas	Blanco, San Saba, Burnet, Llano	District Attorney		Wiley B. "Sonny" Mcafee (R, inc.)	https://i.ibb.co/1Zmm9DM/Wiley.jpg	https://33districtattorney.com/index.php/meet-the-da/#:~:text=Wiley%20%E2%80%9CSonny%E2%80%9D%20McAfee%20has%20worked,serve%20in%20the%20DA's%20Office.																														
Texas	Borden, Scurry	District Attorney		Ben R. Smith (R, inc.)		https://www.txdirectory.com/online/person/?id=47717&office=15486																														
Texas	Bosque, Comanche, Hamilton	District Attorney		Adam Sibley (R, inc.)	http://www.bosquecounty.us/bosquewebsite/wp-content/uploads/2017/02/adam.jpg	http://www.bosquecounty.us/district-attorney/																														
Texas	Brazos	District Attorney		Jarvis Parsons (R, inc.)	https://nextgengovt2-wpengine.netdna-ssl.com/wp-content/uploads/2017/06/thumbnail-11-e1498241254360.jpg	https://www.txdirectory.com/online/person/?id=44657&office=12145#:~:text=Jarvis%20Parsons%20of%20Bryan%20is,District%20and%20County%20Attorneys%20Association.																														
Texas	Brewster, Jeff Davis, Pecos, Presidio	District Attorney		Sandy Wilson	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/14322454_730828250390055_3426793386677448550_n.jpg?_nc_cat=106&_nc_sid=85a577&_nc_oc=AQnuKSt_8v5oIh5nBySFm9aG9ALSYwCi-n-az3KW61Uh_vi97fwoDWwTXHgDrXqy2Xc&_nc_ht=scontent-sjc3-1.xx&oh=745e7d1d7d18357b63dadb272e1a49aa&oe=5F12089A	https://www.facebook.com/Sandy-Wilson-83RD-District-Attorney-578088422330706/?ref=nf	Ori Tucker White	https://bigbendsentinel.com/wp-content/uploads/2020/01/oriwhite-600x856.jpg	http://www.oritwhite.com/																											
Texas	Brooks, Jim Wells	District Attorney		Carlos Omar Garcia	https://www.79-districtattorney-tx.org/150_200_csupload_71010870.jpg?u=2571433394	https://www.facebook.com/pg/79thDAO/about/?ref=page_internal	Rumy Solis	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/84063484_103256257915145_346907308816596992_n.jpg?_nc_cat=110&_nc_sid=85a577&_nc_oc=AQkayCDTbVThlKscWTPTwL_jti7zi99zvTrj0ewFFpP814W7VVdZGT0NfpLeT8aaFvs&_nc_ht=scontent-sjc3-1.xx&oh=25c8c983c4fd1b40dbb74bd6cfdbe4cf&oe=5F10E424	https://www.facebook.com/pg/rumysolis4da/posts/																											
Texas	Briscoe, Dickens, Floyd, Motley	District Attorney		Wade Jackson																																
Texas	Brown, Mills	District Attorney		Michael Murray (R, inc.)		https://www.txdirectory.com/online/person/?id=12216&office=12216																														
Texas	Burleson, Washington	County/District Attorney		Julie Renken (R, inc.)	https://www.txdirectory.com/files/photo/per34074.jpg																															
Texas	Callahan	County/District Attorney		Shane Deel (R, inc.)		https://www.linkedin.com/in/shane-deel-4193a5192#:~:text=Shane%20Deel%20%2D%20Callahan%20County%20Attorney%20%2D%20State%20of%20Texas%20%7C%20LinkedIn																														
Texas	Cameron	District Attorney		Luis V. Saenz (D, inc.)	https://www.cameroncounty.us/wp-content/uploads/2020/03/DASealpic_217x300-217x300.jpg	https://www.cameroncounty.us/district-attorney/																														
Texas	Camp, Titus	District Attorney					David Colley	https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/p720x720/67791373_2439807686056267_2736433963336728576_o.jpg?_nc_cat=100&_nc_sid=8024bb&_nc_ohc=u25ZCgzpLOQAX_GGIHS&_nc_ht=scontent-sjc3-1.xx&_nc_tp=6&oh=fd2e2ac8ad8622941095f16579641f76&oe=5F111D9A																												
Texas	Carson, Childress, Collingsworth, Donley, Hall	County/District Attorney		Luke Mclean Inman	https://www.clarendonlive.com/news/wp-content/uploads/2019/11/WEB-pic-inman.jpg	https://www.txdirectory.com/online/person/?id=31826&office=12566	Bryan David Denham	https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/396514/thumb_396514.jpg	https://www.linkedin.com/in/bryan-denham-8bb99169/																											
Texas	Castro	District Attorney		Shalyn Hamlin (R, inc.)		http://www.texas-lawyers-index.com/attorney/Shalyn%20Leigh%20Schaeffer%20%27Shalyn%20Le%20Hamlin-301180																														
Texas	Chambers	District Attorney		Cheryl Swope Lieck (R, inc.)	https://www.co.chambers.tx.us/upload/page/0190/widgets/image/002451/IMG_0194.JPG	https://www.co.chambers.tx.us/page/district.attorney																														
